policy_number,inception_date,policy_holder_id,premium_amount,region,expiration_date
C0001307,2018-08-12,46598,17856.582571779607,East,2019-08-12
C0001308,2024-04-14,51814,18489.229457448084,South,2025-04-14
C0001309,2023-02-13,85330,14458.126934018563,South,2024-02-13
C0001310,2024-12-22,97960,10270.049915303118,South,2025-12-22
C0001311,2020-01-30,73278,27756.38499962834,East,2021-01-30
C0001312,2018-10-04,65077,20893.168762078483,South,2019-10-04
C0001313,2017-05-22,81906,19967.543447230513,North,2018-05-22
C0001314,2018-06-06,19528,22460.977223626982,West,2019-06-06
C0001315,2021-05-06,60100,15544.789227847343,East,2022-05-06
C0001316,2020-01-26,18179,14760.077310576315,South,2021-01-26
C0001317,2022-10-16,58781,18304.360550563506,North,2023-10-16
C0001318,2018-08-07,65267,30044.339250448444,West,2019-08-07
C0001319,2016-12-25,92379,14035.957256921427,North,2017-12-25
C0001320,2023-11-11,33952,9062.319601809271,South,2024-11-11
C0001321,2020-08-14,63798,17044.445839963533,North,2021-08-14
C0001322,2022-12-08,60939,28079.9190379178,West,2023-12-08
C0001323,2024-06-12,39516,11851.820846524866,South,2025-06-12
C0001324,2015-03-19,66526,13987.437982820991,West,2016-03-19
C0001325,2024-07-13,20449,21570.11395008667,North,2025-07-13
C0001326,2022-03-06,60290,43086.806288970154,East,2023-03-06
C0001327,2015-05-12,96661,13260.387671079237,East,2016-05-12
C0001328,2016-08-23,82954,13107.23664823579,East,2017-08-23
C0001329,2019-11-08,32746,22061.946171486692,East,2020-11-08
C0001330,2017-12-01,77990,28606.87441248731,West,2018-12-01
C0001331,2020-11-06,68810,16527.32558777552,East,2021-11-06
C0001332,2021-09-15,93297,12253.682133864702,West,2022-09-15
C0001333,2021-06-01,25223,22700.10357571482,South,2022-06-01
C0001334,2020-02-07,82237,23967.461513971888,East,2021-02-07
C0001335,2018-08-11,12597,33982.3495513803,West,2019-08-11
C0001336,2016-09-07,75677,24272.13184850702,East,2017-09-07
C0001337,2024-11-06,12659,25550.695666471034,East,2025-11-06
C0001338,2022-10-18,96516,18423.023836468798,East,2023-10-18
C0001339,2021-10-05,84567,41458.62838745686,West,2022-10-05
C0001340,2020-03-03,25037,17686.508509660278,North,2021-03-03
C0001341,2017-11-12,56738,16587.809939271592,East,2018-11-12
C0001342,2016-07-28,81678,34298.41683091115,East,2017-07-28
C0001343,2020-12-30,22109,12806.764877232572,South,2021-12-30
C0001344,2017-09-19,32010,11450.371852336348,North,2018-09-19
C0001345,2022-06-05,18787,20658.188914410075,West,2023-06-05
C0001346,2021-01-01,18472,19919.99027662614,South,2022-01-01
C0001347,2018-06-02,33383,18613.3362512836,East,2019-06-02
C0001348,2023-05-13,71709,26854.2379947328,South,2024-05-13
C0001349,2016-05-17,79785,15177.026443720351,South,2017-05-17
C0001350,2020-06-20,44518,20317.74940006312,East,2021-06-20
C0001351,2017-03-31,63909,17889.48187205953,North,2018-03-31
C0001352,2020-11-21,28351,15254.570620769402,North,2021-11-21
C0001353,2023-07-08,79624,19564.030385900038,South,2024-07-08
C0001354,2020-05-24,63330,25739.414674895972,East,2021-05-24
C0001355,2015-07-17,25282,37653.095066436814,West,2016-07-17
C0001356,2019-07-28,94866,23714.114416808665,South,2020-07-28
C0001357,2022-03-11,31778,9383.888417830243,West,2023-03-11
C0001358,2021-09-04,34264,19703.6263086544,South,2022-09-04
C0001359,2018-04-17,69675,20230.382494432175,South,2019-04-17
C0001360,2022-02-14,15075,26393.226991692467,East,2023-02-14
C0001361,2019-01-11,85948,21066.57817168628,East,2020-01-11
C0001362,2024-10-11,58454,29025.40253961835,West,2025-10-11
C0001363,2023-06-14,38365,22415.34806495275,West,2024-06-14
C0001364,2019-07-05,82766,31813.29047271139,North,2020-07-05
C0001365,2019-08-20,58200,17472.37295152347,East,2020-08-20
C0001366,2018-08-05,21002,20812.3749893909,South,2019-08-05
C0001367,2020-07-28,23947,25539.778595477077,South,2021-07-28
C0001368,2016-04-22,89222,16786.693179914793,North,2017-04-22
C0001369,2018-06-08,88610,15724.828249453582,East,2019-06-08
C0001370,2017-07-11,62142,16501.298769500372,South,2018-07-11
C0001371,2016-02-24,66307,15918.469452739233,North,2017-02-24
C0001372,2021-01-13,14493,23313.050178611255,North,2022-01-13
C0001373,2022-02-10,60085,11493.737388570209,South,2023-02-10
C0001374,2024-08-13,44228,12496.563832554386,South,2025-08-13
C0001375,2018-01-25,89676,34850.541277623466,West,2019-01-25
C0001376,2023-05-27,61875,16034.067937883092,East,2024-05-27
C0001377,2023-05-03,41655,21162.89000540439,West,2024-05-03
C0001378,2024-07-14,53472,12749.611437477988,North,2025-07-14
C0001379,2017-08-08,59437,20501.170895248444,South,2018-08-08
C0001380,2021-05-25,59416,16063.389213419012,West,2022-05-25
C0001381,2018-07-01,69711,12469.90163550405,North,2019-07-01
C0001382,2021-02-21,16816,29764.63227599398,East,2022-02-21
C0001383,2022-03-30,87175,28417.763901970164,South,2023-03-30
C0001384,2020-02-01,74307,19298.710569406667,West,2021-02-01
C0001385,2024-11-02,56733,26898.497521303085,East,2025-11-02
C0001386,2016-05-31,21240,35277.04705343318,West,2017-05-31
C0001387,2019-07-17,81363,24989.793986248736,North,2020-07-17
C0001388,2020-02-09,42762,23015.056745891863,East,2021-02-09
C0001389,2022-12-22,18259,21156.128560306614,West,2023-12-22
C0001390,2018-02-15,60139,24217.946045830424,East,2019-02-15
C0001391,2022-10-24,24849,17869.027430266364,North,2023-10-24
C0001392,2020-04-16,91768,18343.10877316086,East,2021-04-16
C0001393,2023-11-05,99709,22817.142867225994,West,2024-11-05
C0001394,2017-03-25,64869,17289.255859165307,North,2018-03-25
C0001395,2021-03-25,73095,17858.950643872296,South,2022-03-25
C0001396,2020-03-15,80910,19931.48655807784,West,2021-03-15
C0001397,2021-03-13,96710,28146.61183374201,West,2022-03-13
C0001398,2023-03-15,33567,14188.696052524903,North,2024-03-15
C0001399,2020-08-24,45292,25028.076928514736,North,2021-08-24
C0001400,2023-11-03,84813,25274.188178834087,South,2024-11-03
C0001401,2024-02-15,61631,25228.853603959556,West,2025-02-15
C0001402,2023-11-03,19885,15646.086267464862,North,2024-11-03
C0001403,2020-09-25,69659,11994.404343964965,South,2021-09-25
C0001404,2021-06-29,64306,23574.24641882267,South,2022-06-29
C0001405,2022-12-01,76314,21083.829164400362,North,2023-12-01
C0001406,2015-05-10,75087,26938.53290006508,West,2016-05-10
C0001407,2024-07-14,39165,16152.642726782806,East,2025-07-14
C0001408,2015-04-05,68929,25035.134891768965,East,2016-04-05
C0001409,2022-04-28,77028,27345.947736287126,South,2023-04-28
C0001410,2022-09-03,59812,19368.57301205974,East,2023-09-03
C0001411,2020-05-09,60500,22585.84927725493,East,2021-05-09
C0001412,2024-03-17,89151,22350.18633754351,North,2025-03-17
C0001413,2017-03-04,68643,15577.130768910896,South,2018-03-04
C0001414,2020-01-09,54900,23372.81749699909,West,2021-01-09
C0001415,2024-03-08,52946,32427.091255737534,South,2025-03-08
C0001416,2020-10-17,17851,20063.573382302024,North,2021-10-17
C0001417,2019-08-11,26288,12858.013548518657,East,2020-08-11
C0001418,2015-01-11,82692,16217.270615441052,West,2016-01-11
C0001419,2024-02-08,77580,11686.284466763567,South,2025-02-08
C0001420,2020-02-09,17368,29350.895583643476,East,2021-02-09
C0001421,2022-12-29,95436,25065.096731055346,South,2023-12-29
C0001422,2022-02-10,56403,17147.183616559916,West,2023-02-10
C0001423,2023-10-11,19168,13024.42895467878,South,2024-10-11
C0001424,2016-12-12,96497,15521.966800234122,South,2017-12-12
C0001425,2020-09-01,59879,16457.176299773717,South,2021-09-01
C0001426,2017-03-25,69871,20595.384570644565,East,2018-03-25
C0001427,2015-12-12,99388,20388.530737121386,West,2016-12-12
C0001428,2021-06-07,42174,29804.944829746742,West,2022-06-07
C0001429,2015-12-29,16581,16190.39659540359,East,2016-12-29
C0001430,2021-09-09,81853,12676.987788950217,East,2022-09-09
C0001431,2021-03-15,74046,14085.5743578235,East,2022-03-15
C0001432,2020-12-28,59678,19793.176650251607,North,2021-12-28
C0001433,2023-03-25,36649,16016.850125595409,South,2024-03-25
C0001434,2023-12-26,98668,18258.70873857777,South,2024-12-26
C0001435,2017-09-11,92325,17392.422918460856,West,2018-09-11
C0001436,2023-04-29,24567,26824.51631239527,South,2024-04-29
C0001437,2019-06-28,90404,16712.46778605399,North,2020-06-28
C0001438,2017-04-07,99906,17797.21702088966,East,2018-04-07
C0001439,2022-06-23,71944,24715.480676985677,West,2023-06-23
C0001440,2024-09-01,88002,16823.052992049255,West,2025-09-01
C0001441,2023-05-10,38803,22628.460617406323,South,2024-05-10
C0001442,2015-12-22,28230,22014.257235603418,West,2016-12-22
C0001443,2023-05-14,27862,20796.287364954835,East,2024-05-14
C0001444,2018-09-09,53355,14181.322844445316,West,2019-09-09
C0001445,2023-10-10,41259,28823.095370899453,East,2024-10-10
C0001446,2023-01-14,97445,38801.149015519535,North,2024-01-14
C0001447,2020-02-07,40795,19983.224817986455,North,2021-02-07
C0001448,2015-05-07,18770,14560.876774826116,East,2016-05-07
C0001449,2023-09-13,21093,20105.140598096725,South,2024-09-13
C0001450,2023-05-15,56571,26821.47206521931,West,2024-05-15
C0001451,2016-08-26,10193,16571.567378473774,South,2017-08-26
C0001452,2024-06-11,27569,19174.37909534819,West,2025-06-11
C0001453,2020-04-12,21190,22074.894381344147,North,2021-04-12
C0001454,2017-10-10,72824,28592.918340111002,North,2018-10-10
C0001455,2015-02-20,52752,25150.3507040782,North,2016-02-20
C0001456,2023-06-28,42327,25465.003858991215,West,2024-06-28
C0001457,2024-09-03,52070,17537.89825635513,North,2025-09-03
C0001458,2024-03-21,95925,22484.37014432762,North,2025-03-21
C0001459,2024-03-22,50197,16049.147339183739,North,2025-03-22
C0001460,2022-09-27,12261,25684.88151701714,North,2023-09-27
C0001461,2018-12-01,36512,28151.78078782445,South,2019-12-01
C0001462,2019-11-28,16716,23529.47267297024,North,2020-11-28
C0001463,2022-11-01,96795,17850.321958958357,North,2023-11-01
C0001464,2019-06-25,38933,18748.740608340086,South,2020-06-25
C0001465,2024-07-08,14378,34267.57542603968,South,2025-07-08
C0001466,2024-05-10,50583,17939.97723415741,West,2025-05-10
C0001467,2019-07-04,95371,27309.727878163987,East,2020-07-04
C0001468,2021-10-03,39033,22063.225113405402,North,2022-10-03
C0001469,2018-04-20,34000,18029.40049920925,North,2019-04-20
C0001470,2023-04-19,85868,13314.451346904934,North,2024-04-19
C0001471,2022-11-12,52604,21236.572965053838,West,2023-11-12
C0001472,2023-05-31,78336,20482.584346409534,North,2024-05-31
C0001473,2020-01-29,83869,34267.765208594625,East,2021-01-29
C0001474,2016-07-20,15410,15397.21905688417,South,2017-07-20
C0001475,2021-08-15,93375,39673.17626428341,West,2022-08-15
C0001476,2017-07-24,66044,22329.035677772677,South,2018-07-24
C0001477,2020-04-18,73315,22322.463145031015,North,2021-04-18
C0001478,2022-06-01,81344,16681.879670978855,North,2023-06-01
C0001479,2024-08-03,16796,21903.722800897584,North,2025-08-03
C0001480,2023-04-05,96716,22969.333484283536,East,2024-04-05
C0001481,2018-08-25,64245,26402.083000244613,East,2019-08-25
C0001482,2023-10-14,53056,14861.114830853388,West,2024-10-14
C0001483,2015-07-21,27709,30395.026034957493,South,2016-07-21
C0001484,2024-08-08,68557,22212.815079187843,North,2025-08-08
C0001485,2021-06-18,27543,23919.96317584915,North,2022-06-18
C0001486,2015-04-27,47418,18652.161594546975,North,2016-04-27
C0001487,2017-07-25,26724,15086.524520715699,North,2018-07-25
C0001488,2016-07-28,13828,20369.977165245557,East,2017-07-28
C0001489,2021-04-10,27087,21082.29072556384,South,2022-04-10
C0001490,2016-06-20,22605,13152.557686474502,South,2017-06-20
C0001491,2019-06-14,41337,25285.480622744293,West,2020-06-14
C0001492,2020-10-23,15482,26875.151165286043,East,2021-10-23
C0001493,2016-01-21,75333,16012.110366952422,North,2017-01-21
C0001494,2023-12-26,98296,14665.079389292423,South,2024-12-26
C0001495,2016-04-19,60952,18198.811831271283,South,2017-04-19
C0001496,2016-02-22,15463,20073.755193485093,East,2017-02-22
C0001497,2021-07-22,80448,18411.830464709743,West,2022-07-22
C0001498,2024-11-09,14648,19569.444019865845,West,2025-11-09
C0001499,2022-05-11,43623,21299.594400853814,North,2023-05-11
C0001500,2017-07-27,69156,13220.438977079184,West,2018-07-27
C0001501,2017-08-12,45634,13684.393635658096,South,2018-08-12
C0001502,2017-05-25,54602,8807.128045178091,West,2018-05-25
C0001503,2017-02-01,59334,26443.4446840144,North,2018-02-01
C0001504,2018-04-17,78648,20021.62275315068,South,2019-04-17
C0001505,2018-04-20,32054,27292.17580209976,West,2019-04-20
C0001506,2016-10-25,80028,14167.113419716754,West,2017-10-25
C0001507,2015-01-25,32207,20076.840219966918,East,2016-01-25
C0001508,2020-06-13,90650,21257.136469567213,North,2021-06-13
C0001509,2018-04-18,91554,16839.207928256954,West,2019-04-18
C0001510,2016-12-10,31386,12506.098201658535,East,2017-12-10
C0001511,2024-10-12,93276,33649.76666389121,South,2025-10-12
C0001512,2020-02-23,69518,30326.73671907703,East,2021-02-23
C0001513,2018-03-30,62781,17772.726079701075,East,2019-03-30
C0001514,2021-02-02,62780,23226.94470761781,West,2022-02-02
C0001515,2015-10-12,71440,17232.678914484353,West,2016-10-12
C0001516,2015-03-04,54199,14785.155048239676,West,2016-03-04
C0001517,2017-09-29,71035,34481.50772990648,East,2018-09-29
C0001518,2016-10-23,18210,12129.42182083514,South,2017-10-23
C0001519,2022-06-06,54363,18294.374567856546,North,2023-06-06
C0001520,2021-01-12,88279,20440.983266446085,East,2022-01-12
C0001521,2019-02-01,70348,32707.869113453668,West,2020-02-01
C0001522,2023-07-18,65284,26081.371328456116,North,2024-07-18
C0001523,2017-08-24,82124,12068.150456928002,South,2018-08-24
C0001524,2017-04-28,78847,19913.933223326498,North,2018-04-28
C0001525,2018-01-12,32432,20056.69033280561,West,2019-01-12
C0001526,2024-05-25,74089,18610.82164542935,East,2025-05-25
C0001527,2016-11-19,65398,24003.207164566764,East,2017-11-19
C0001528,2015-05-28,13321,13059.458267322692,West,2016-05-28
C0001529,2015-12-08,91348,17630.915917225215,East,2016-12-08
C0001530,2021-11-28,47383,23009.112784513116,West,2022-11-28
C0001531,2017-12-22,88682,24437.465514324605,East,2018-12-22
C0001532,2019-09-21,89190,20844.09225624122,East,2020-09-21
C0001533,2018-10-15,62893,18278.528426039746,East,2019-10-15
C0001534,2022-02-21,45820,19225.977107351966,South,2023-02-21
C0001535,2015-11-23,76262,24887.529574847234,South,2016-11-23
C0001536,2019-11-28,13760,20134.101232964957,West,2020-11-28
C0001537,2019-10-26,32190,14580.579286647398,South,2020-10-26
C0001538,2023-10-18,77411,13765.912749416764,West,2024-10-18
C0001539,2017-09-16,33377,12747.733544495917,North,2018-09-16
C0001540,2021-03-12,56737,30843.28210173067,North,2022-03-12
C0001541,2021-10-18,79569,25393.246978860287,South,2022-10-18
C0001542,2017-08-09,48211,19303.730281395947,North,2018-08-09
C0001543,2016-12-23,92909,17393.680932627158,North,2017-12-23
C0001544,2024-04-12,13744,16777.953259972324,East,2025-04-12
C0001545,2020-09-10,34995,27666.321780688013,East,2021-09-10
C0001546,2022-06-10,26977,35289.12255269442,West,2023-06-10
C0001547,2021-05-21,44542,16620.33330767455,North,2022-05-21
C0001548,2024-03-30,20651,28043.850578316276,West,2025-03-30
C0001549,2016-03-04,88931,20098.56854024055,West,2017-03-04
C0001550,2019-02-09,26715,18699.860090567596,North,2020-02-09
C0001551,2015-10-13,54409,31296.58561668271,South,2016-10-13
C0001552,2023-10-21,34306,19869.68105391586,North,2024-10-21
C0001553,2024-07-27,29086,21783.52723618829,East,2025-07-27
C0001554,2023-06-18,24376,21471.509157881006,North,2024-06-18
C0001555,2020-08-27,71350,12238.233086918985,South,2021-08-27
C0001556,2017-02-07,81425,21731.61397668256,West,2018-02-07
C0001557,2022-03-22,46636,16834.613827589044,West,2023-03-22
C0001558,2018-10-26,96120,13012.348340626864,East,2019-10-26
C0001559,2023-11-21,61649,17066.26310460516,East,2024-11-21
C0001560,2023-05-16,44610,17024.067193308114,East,2024-05-16
C0001561,2015-07-13,20058,27145.45102876775,West,2016-07-13
C0001562,2021-12-24,84637,14484.916059174868,East,2022-12-24
C0001563,2017-09-14,88033,15725.608360385924,North,2018-09-14
C0001564,2018-02-10,80194,21388.66693306271,West,2019-02-10
C0001565,2020-12-01,86917,13389.97897649142,South,2021-12-01
C0001566,2024-01-07,74200,16355.14772815025,West,2025-01-07
C0001567,2019-08-29,56619,12096.32515671304,North,2020-08-29
C0001568,2017-08-04,27154,26265.286411236666,North,2018-08-04
C0001569,2017-04-10,29539,18207.539833972813,East,2018-04-10
C0001570,2020-04-04,70058,19835.422758787274,West,2021-04-04
C0001571,2024-02-18,72068,26233.77799734707,West,2025-02-18
C0001572,2023-02-20,87313,16047.676230085659,West,2024-02-20
C0001573,2015-02-24,40373,18149.60175185297,South,2016-02-24
C0001574,2017-03-10,43154,14517.376644775984,East,2018-03-10
C0001575,2017-02-16,16031,14507.904005211705,North,2018-02-16
C0001576,2019-01-21,81975,15120.778428855841,North,2020-01-21
C0001577,2020-03-16,32785,17192.918841151757,East,2021-03-16
C0001578,2021-01-18,88928,17757.46624082471,North,2022-01-18
C0001579,2024-06-13,38669,21733.054844681537,North,2025-06-13
C0001580,2020-11-04,12282,15254.577723595929,East,2021-11-04
C0001581,2015-02-24,44624,21936.118476066917,North,2016-02-24
C0001582,2024-09-17,58438,23051.828837239736,West,2025-09-17
C0001583,2019-12-29,99900,17320.62635507244,South,2020-12-29
C0001584,2018-04-16,77534,15655.579159829154,East,2019-04-16
C0001585,2024-06-24,41705,20445.614929326497,South,2025-06-24
C0001586,2024-05-13,48244,18753.295221368968,North,2025-05-13
C0001587,2023-06-07,84964,21292.401453573235,North,2024-06-07
C0001588,2017-04-12,47437,31919.10240033134,West,2018-04-12
C0001589,2015-11-09,87872,20345.01330751678,East,2016-11-09
C0001590,2022-09-07,84878,16452.4689259571,North,2023-09-07
C0001591,2020-02-02,82982,15256.07580934437,East,2021-02-02
C0001592,2020-06-30,60583,15434.175386582488,East,2021-06-30
C0001593,2020-06-29,48392,12850.912607836583,East,2021-06-29
C0001594,2021-10-26,17461,26365.802313370823,East,2022-10-26
C0001595,2019-11-26,20516,10198.708301988594,East,2020-11-26
C0001596,2015-11-24,89285,23073.301418195355,South,2016-11-24
C0001597,2023-07-23,27514,15360.903521675893,West,2024-07-23
C0001598,2022-09-09,46268,17090.50688842547,East,2023-09-09
C0001599,2024-01-24,46788,15223.623949932586,South,2025-01-24
C0001600,2024-01-14,85749,30753.50953349019,North,2025-01-14
C0001601,2022-03-11,71049,20028.162368773705,East,2023-03-11
C0001602,2023-07-20,72493,25263.43967639816,North,2024-07-20
C0001603,2023-05-13,46027,29441.42742523142,East,2024-05-13
C0001604,2018-07-11,52849,20931.733636021276,South,2019-07-11
C0001605,2024-07-21,27858,13923.21498439364,South,2025-07-21
C0001606,2020-11-13,94162,18653.83763029266,South,2021-11-13
C0001607,2018-01-16,89003,15951.778328217548,West,2019-01-16
C0001608,2023-08-16,62395,17136.20492630161,North,2024-08-16
C0001609,2018-08-04,49758,19372.559058456314,West,2019-08-04
C0001610,2023-09-27,64312,19144.166128219844,East,2024-09-27
C0001611,2022-11-01,78670,22553.211424765595,North,2023-11-01
C0001612,2021-12-13,92279,23557.306076712284,South,2022-12-13
C0001613,2016-03-27,25434,19144.226236166578,North,2017-03-27
C0001614,2019-03-04,74047,22494.827557524997,South,2020-03-04
C0001615,2015-06-14,57775,16902.081238220544,West,2016-06-14
C0001616,2015-07-01,85769,29567.58525959636,West,2016-07-01
C0001617,2021-11-21,76677,16820.38148205664,South,2022-11-21
C0001618,2017-06-28,93555,28542.684437556967,South,2018-06-28
C0001619,2022-08-14,95920,12799.736611487857,East,2023-08-14
C0001620,2017-04-02,55734,17780.859038494884,West,2018-04-02
C0001621,2017-08-01,98503,18046.491135096316,West,2018-08-01
C0001622,2020-06-24,50603,21670.291331144257,East,2021-06-24
C0001623,2020-08-16,86708,25810.716192346103,West,2021-08-16
C0001624,2015-11-26,91926,13700.415489843475,South,2016-11-26
C0001625,2017-02-13,78803,14294.14207745148,North,2018-02-13
C0001626,2021-01-07,49332,13087.692708395452,North,2022-01-07
C0001627,2023-08-23,31312,29615.56240747129,West,2024-08-23
C0001628,2015-05-27,94526,21791.635507656953,East,2016-05-27
C0001629,2024-06-14,54179,14395.75481321569,South,2025-06-14
C0001630,2017-07-03,81442,17449.59185245973,North,2018-07-03
C0001631,2019-04-21,50379,28410.907539279688,South,2020-04-21
C0001632,2018-08-01,27297,18334.947752680484,West,2019-08-01
C0001633,2022-07-10,12011,18012.902013853236,West,2023-07-10
C0001634,2015-03-23,54014,15765.999784529682,North,2016-03-23
C0001635,2016-05-28,21738,14654.493718201316,West,2017-05-28
C0001636,2020-04-04,57498,28424.227547312355,East,2021-04-04
C0001637,2022-11-02,21120,32931.02418016179,West,2023-11-02
C0001638,2022-07-19,18767,14830.507847687202,West,2023-07-19
C0001639,2020-04-23,32852,30378.26603854959,West,2021-04-23
C0001640,2024-11-03,89239,17219.24917496924,South,2025-11-03
C0001641,2017-01-15,10929,23390.714318876042,South,2018-01-15
C0001642,2023-05-29,87487,30426.345532434934,North,2024-05-29
C0001643,2018-11-10,27438,19081.54699826054,North,2019-11-10
C0001644,2016-12-07,58515,18062.93673964159,North,2017-12-07
C0001645,2016-04-15,15744,25344.6841584075,West,2017-04-15
C0001646,2023-09-26,93820,14285.697613927017,South,2024-09-26
C0001647,2016-01-31,52417,28116.683931602183,East,2017-01-31
C0001648,2019-04-05,17069,20802.798870794668,West,2020-04-05
C0001649,2021-04-27,52359,16758.73422395661,West,2022-04-27
C0001650,2017-03-15,29799,16626.444001832147,West,2018-03-15
C0001651,2017-07-22,80188,13160.316390893171,East,2018-07-22
C0001652,2018-07-03,99859,16969.083505332834,North,2019-07-03
C0001653,2019-10-24,17597,18412.566480859507,East,2020-10-24
C0001654,2017-06-23,57093,14495.766793182127,North,2018-06-23
C0001655,2024-01-11,47226,19660.37577421755,East,2025-01-11
C0001656,2017-12-12,82127,22968.411212572482,South,2018-12-12
C0001657,2023-03-07,87362,18694.00866387925,West,2024-03-07
C0001658,2020-03-05,36417,24314.24685740593,West,2021-03-05
C0001659,2019-03-04,28693,15644.23887367025,West,2020-03-04
C0001660,2024-10-17,89674,26930.502073067084,North,2025-10-17
C0001661,2022-12-11,63161,20672.186155301646,East,2023-12-11
C0001662,2018-10-19,12169,31684.318436644124,South,2019-10-19
C0001663,2018-07-27,94092,41120.62887527948,East,2019-07-27
C0001664,2016-08-15,32052,17308.048825317936,West,2017-08-15
C0001665,2022-07-24,81849,17523.19720882682,South,2023-07-24
C0001666,2023-11-04,83851,18511.12836415452,South,2024-11-04
C0001667,2022-05-03,18036,23830.240802410277,West,2023-05-03
C0001668,2020-10-07,41778,29667.011724532043,East,2021-10-07
C0001669,2015-05-08,37734,16385.588127455485,West,2016-05-08
C0001670,2017-01-05,33173,22345.344530733903,East,2018-01-05
C0001671,2022-07-31,40403,19133.993815990878,South,2023-07-31
C0001672,2023-09-22,76321,23990.968614086927,South,2024-09-22
C0001673,2023-12-25,81675,31345.854611579947,West,2024-12-25
C0001674,2022-01-17,16344,18543.999317405796,South,2023-01-17
C0001675,2016-06-04,28800,12076.77783020027,North,2017-06-04
C0001676,2022-02-12,35372,24913.634504785085,South,2023-02-12
C0001677,2015-08-25,71516,15524.713218897807,North,2016-08-25
C0001678,2018-07-28,30538,19092.7751659248,South,2019-07-28
C0001679,2024-05-23,73918,25238.08017743303,West,2025-05-23
C0001680,2023-12-17,24973,21790.262094325604,West,2024-12-17
C0001681,2019-11-17,81155,19331.361269075784,North,2020-11-17
C0001682,2018-07-25,69500,16768.132453331757,West,2019-07-25
C0001683,2024-01-20,46575,8350.125652351615,South,2025-01-20
C0001684,2021-12-16,52261,24575.277691978874,South,2022-12-16
C0001685,2020-08-13,37716,18473.905285517456,West,2021-08-13
C0001686,2022-06-06,13236,31382.34910747673,South,2023-06-06
C0001687,2016-03-17,25848,22458.13995545986,East,2017-03-17
C0001688,2020-09-07,12352,16943.8868212078,East,2021-09-07
C0001689,2023-09-16,11932,27448.34150944134,South,2024-09-16
C0001690,2022-04-11,86449,28151.018716815008,West,2023-04-11
C0001691,2017-03-15,18556,18662.854849289623,North,2018-03-15
C0001692,2015-03-16,96836,28512.37434795113,West,2016-03-16
C0001693,2022-11-25,15498,16871.947042681033,North,2023-11-25
C0001694,2023-10-23,86118,20908.150349750293,West,2024-10-23
C0001695,2020-12-15,60098,23657.193588465107,South,2021-12-15
C0001696,2020-09-20,74386,25221.05587468673,East,2021-09-20
C0001697,2018-10-11,19569,24015.543717422504,West,2019-10-11
C0001698,2015-02-10,66882,18037.403368842522,North,2016-02-10
C0001699,2023-03-01,80393,27670.144421907095,East,2024-03-01
C0001700,2020-09-12,10340,19200.119905376687,North,2021-09-12
C0001701,2023-06-16,53949,16802.648324275135,South,2024-06-16
C0001702,2019-08-28,92302,16876.857939623635,East,2020-08-28
C0001703,2023-10-30,72443,35667.547382662095,North,2024-10-30
C0001704,2023-05-04,84027,15953.04456112118,West,2024-05-04
C0001705,2018-11-02,10138,29362.997377390173,South,2019-11-02
C0001706,2016-08-10,10358,14176.770038723196,South,2017-08-10
C0001707,2019-06-11,85250,23071.92140392572,South,2020-06-11
C0001708,2015-12-08,95376,21788.226529786614,West,2016-12-08
C0001709,2020-09-05,40654,32414.724678168135,West,2021-09-05
C0001710,2024-03-12,35879,16377.757306359268,East,2025-03-12
C0001711,2016-10-07,91532,15075.116274172133,West,2017-10-07
C0001712,2016-12-31,65778,19245.775989017882,East,2017-12-31
C0001713,2015-06-17,47772,32841.247457849844,South,2016-06-17
C0001714,2016-09-01,68478,15286.914133404229,East,2017-09-01
C0001715,2021-05-04,74353,9168.005238452022,North,2022-05-04
C0001716,2019-11-08,36762,20290.951996509124,South,2020-11-08
C0001717,2020-08-02,23283,26498.85690512548,South,2021-08-02
C0001718,2022-11-08,73922,14703.755557039143,East,2023-11-08
C0001719,2016-03-30,49420,25703.428123470996,South,2017-03-30
C0001720,2023-02-01,65568,14606.56997107127,West,2024-02-01
C0001721,2019-09-05,95090,19073.065571485917,North,2020-09-05
C0001722,2024-07-04,30219,24979.348302939212,East,2025-07-04
C0001723,2023-02-17,67169,13957.33393875573,East,2024-02-17
C0001724,2023-04-17,84965,21045.751703945327,South,2024-04-17
C0001725,2024-09-17,56840,28695.398371008523,West,2025-09-17
C0001726,2016-12-02,54695,22975.42004518514,South,2017-12-02
C0001727,2022-05-05,94754,16055.587241616911,South,2023-05-05
C0001728,2024-12-08,87988,31433.06067743212,East,2025-12-08
C0001729,2019-05-19,68342,24282.65900962173,South,2020-05-19
C0001730,2015-05-10,28951,11405.666816287236,North,2016-05-10
C0001731,2023-05-26,11307,25829.514357439242,South,2024-05-26
C0001732,2020-01-20,90388,16790.822297007748,South,2021-01-20
C0001733,2018-10-18,45428,21140.98947807634,East,2019-10-18
C0001734,2022-11-06,85774,26967.863660224877,South,2023-11-06
C0001735,2016-11-23,48975,16900.840351243132,West,2017-11-23
C0001736,2024-03-17,11140,12165.048180427437,East,2025-03-17
C0001737,2018-10-26,34842,31309.08398459801,South,2019-10-26
C0001738,2017-03-04,36421,28264.872023469714,North,2018-03-04
C0001739,2015-01-29,11708,19415.42623924633,North,2016-01-29
C0001740,2015-05-29,13630,25745.790974946005,East,2016-05-29
C0001741,2018-08-12,29595,17839.74264642085,East,2019-08-12
C0001742,2020-08-20,86021,20518.681709165714,South,2021-08-20
